number,title,date,stock
1261687,"BofA Is Less Bearish On Tesla Now, Upgrades Stock",2020-03-18 10:16:00-04:00,TSLA
530971,"Johns Hopkins Coronavirus Resource Center Shows Global Cases Surpass 200,000",2020-03-18 07:50:00-04:00,FXI
530972,'Chinese Port Restricts Ships From Virus-Hit Nations for 14 Days' -Bloomberg,2020-03-18 07:08:00-04:00,FXI
1261692,Tesla shares are trading lower as equities fall amid the global coronavirus outbreak. The company's Fremont factory could also be forced to shut down temporarily as Alameda County said Tesla is not 'an essential business' as defined by the county.,2020-03-18 06:56:00-04:00,TSLA
1261694,"B of A Securities Upgrades Tesla to Neutral, Raises Price Target to $500",2020-03-18 06:29:00-04:00,TSLA
1261695,Hearing B Of A Global Upgrades Tesla From Underperform To Neutral; Unconfirmed,2020-03-18 06:12:00-04:00,TSLA
1261696,Tesla Shares Drop As Alameda County Says Fremont Factory 'Not An Essential Business',2020-03-18 03:05:00-04:00,TSLA
1261697,California's Alameda County Says Tesla Factory Cannot Continue Usual Operation Due to Coronavirus Measures,2020-03-17 20:20:00-04:00,TSLA
530974,"'People with blood type A may be more vulnerable to coronavirus, China study finds' -South China Morning Post",2020-03-17 11:24:00-04:00,FXI
530975,"Morgan Stanley Sees Disruptions, Dislocations In Economy, Markets Triggering Year Over Year Contraction In Global Growth During H1'20",2020-03-17 10:24:00-04:00,FXI
1261698,Tesla HR Exec Comments In Email To Staff That Tesla And Its Suppliers To Continue Operations,2020-03-17 09:57:00-04:00,TSLA
530976,Moody's Says Recession Risks Are Rising As Coronavirus Spreads Around The World,2020-03-17 07:42:00-04:00,FXI
530977,'Recombinant #COVID19 vaccine developed by the team led by top PLA epidemiologist Chen Wei was approved to launch clinical trials in #China on Monday' -China State Media Outlet Global Times,2020-03-17 07:25:00-04:00,FXI
1261699,Tesla Factory In California Will Remain Open During Pandemic: Officials,2020-03-17 06:59:00-04:00,TSLA
530978,"Iranian Health Official Says Iran's Death Toll From Coronavirus Climbs To 988 With 135 New Deaths; Says Says 1,178 Confirmed New Cases Of Coronavirus In The Past 24 Hours",2020-03-17 06:54:00-04:00,FXI
1261700,Tesla's U.S. Factory to Stay Open as Coronavirus Lockdown Begins,2020-03-17 05:33:00-04:00,TSLA
1261701,Tesla's Model Y Is Out For Delivery,2020-03-16 15:25:00-04:00,TSLA
1261702,Tesla Starts Delivering Model Y,2020-03-16 14:01:00-04:00,TSLA
530979,Kudlow Says Admin. Considering 100% Expensing For Cos. Moving Back From China To US,2020-03-16 12:06:00-04:00,FXI
530980,"Chinese Diplomat Yang Jiechi Spoke With US Secretary Of State Pompeo, Discussed US Comments On China's Virus Control Efforts, Said Actions That Harm Chin'as Interests Will Be Retaliated Against",2020-03-16 10:28:00-04:00,FXI
530981,China Urges US To Immediately Lift Sanction On Iran Amid Coronavirus,2020-03-16 09:44:00-04:00,FXI
1261704,"'Tesla is still not cheap after 40% plunge, Bernstein says' -CNBC Pro Tweet",2020-03-16 08:52:00-04:00,TSLA
1261705,Tesla shares are trading lower after RBC analyst cut its price target on the stock from $530 to $380 per share.,2020-03-16 08:39:00-04:00,TSLA
530982,Ready To Mobilize $1T Loan Capacity To Fight Virus,2020-03-16 08:06:00-04:00,FXI
530983,China Says the End of Coronavirus Outbreak is Uncertain Due to Cases From Travelers to the Country,2020-03-16 07:20:00-04:00,FXI
1261706,Hearing Telsa Shares are Trading Lower Amid a Price Target Cut at RBC,2020-03-16 06:27:00-04:00,TSLA
1261707,"Zhejiang Yinlun Machinery's Units Signs Agreements With Tesla, Tesla Shanghai",2020-03-16 05:26:00-04:00,TSLA
530985,Pilot Testing of Potential COVID-19 Vaccine Progresses in China; Clinical Trials Expected to Start Mid-April,2020-03-16 05:24:00-04:00,FXI
530986,New York City Officials Tell UN Diplomats They Should Assume Every New Yorker has been in Contact with COVID 19,2020-03-15 10:31:00-04:00,FXI
530987,'China's first confirmed Covid-19 case traced back to November 17 | South China Morning Post' -SCMP,2020-03-13 16:20:00-04:00,FXI
530988,"'Jack Ma to donate 500,000 test kits and 1 million masks to US' -SCMP",2020-03-13 14:55:00-04:00,FXI
530989,US Dept. Of State Has Summoned Chinese Ambassador Related To Chinese Foreign Ministry Spokesperson Comment US Military May Have Brought Coronavirus To Wuhan,2020-03-13 13:53:00-04:00,FXI
1261708,Elon Musk Trial Schedule For Monday Over Tesla-Solarcity Deal Has Been Postponed Due To Coronavirus,2020-03-13 12:28:00-04:00,TSLA
1261709,"Tesla shares are trading lower, reversing from earlier strength. Not currently seeing company-specific news.",2020-03-13 11:14:00-04:00,TSLA
1261710,"Tesla shares are trading higher on a rebound with the overall market following Thursday's crash. UPDATE: Shares have since reversed, now lower.",2020-03-13 09:10:00-04:00,TSLA
530990,China Cuts Reserve Requirement Ratio for Some Banks,2020-03-13 05:39:00-04:00,FXI
530991,"UN Cancels All Events Scheduled At Its Headquarters Through The End Of April, Urges Member States To Consider Canceling Side Events And Meetings",2020-03-12 13:33:00-04:00,FXI
1261712,"UPDATE: Morgan Stanley Maintains Underweight On Tesla, Lowers Target To $480 Notes 'we are marking to market our forecasts for Tesla in the midst of the COVID-19 pandemic, mainly to adjust for lower expectations of growth outside of China'",2020-03-12 13:27:00-04:00,TSLA
1261711,UPDATE: Morgan Stanley On Tesla Notes 'Cutting Tesla FY20 Deliveries to 452k'; 'Our previous 500k delivery estimate is a bull case while 400k units is a bear case',2020-03-12 13:27:00-04:00,TSLA
530992,"'China may cut banks' reserve ratio by 50 basis points in March amid the #COVID19 outbreak, providing $115b to boost its economy...' -China's Global Times",2020-03-12 12:28:00-04:00,FXI
1261713,'Tesla withdraws US employees working on Gigafactory Berlin over coronavirus concerns...' -Electrek,2020-03-12 12:14:00-04:00,TSLA
530994,"Trump Says Hopefully We Can Reestablish Travel Links With China, Europe Very Quickly",2020-03-12 11:03:00-04:00,FXI
530995,China President Xi Says China Will Continue Strengthening Containment Measures And Strengthen Work To Push Forward Economic And Social Development,2020-03-12 10:08:00-04:00,FXI
530996,"China Is Said To Send Added Kits, Masks, Other Medical Supplies To Iran",2020-03-12 09:47:00-04:00,FXI
1261715,"Tesla shares are trading lower on continued weakness amid global coronavirus outbreak, which has caused global economic disruption. Morgan Stanley has also maintained an underweight rating on the co.'s and lowered its price target from $500 to $480.",2020-03-12 07:21:00-04:00,TSLA
530998,"Renowned Chinese Respiratory Specialist Zhong Nanshan Said Thursday That If Most Countries Act Like China, Attaching National-level Importance To Response Efforts, The Global #COVID19 Pandemic Could Be Brought Under Control ""By June.""",2020-03-12 07:21:00-04:00,FXI
1261716,"Morgan Stanley Maintains Underweight on Tesla, Lowers Price Target to $480",2020-03-12 06:12:00-04:00,TSLA
531000,"WHO's Tedros Says That Countries Should Put In Place Both Containment And Mitigation Measures, But Containment Should Be The Major Pillar",2020-03-11 12:59:00-04:00,FXI
531001,Tedros Says Coronavirus Can Be Characterised As Pandemic,2020-03-11 12:28:00-04:00,FXI
531002,"Mnuchin Says US Will Never Use IMF, World Bank Money To Pay Back China For Belt And Road Loans",2020-03-11 11:04:00-04:00,FXI
531003,"China To Auction 20,000 Tonnes Of Frozen Pork From State Reserves On March 13",2020-03-11 09:44:00-04:00,FXI
531004,China's Cabinet Says Will Encourage Financial Institutions To Boost Credit For Foreign Trade Sector,2020-03-11 07:48:00-04:00,FXI
531005,China's Cabinet Says Will Increase International Cargo Flights To Help Stabilise Global Supply Chain,2020-03-11 07:43:00-04:00,FXI
1261720,"Tesla shares are trading lower. Weakness potentially related to global coronavirus outbreak, which has caused global economic disruption and could negatively impact the company's China operations.",2020-03-11 07:22:00-04:00,TSLA
1261722,Tesla Searches For New Gigafactory Sites In US,2020-03-10 21:51:00-04:00,TSLA
531006,Coachella __onfirms Rescheduling of Coachella and Stagecoach Due to Coronavirus Concerns,2020-03-10 19:12:00-04:00,FXI
531007,US Commerce Dept. Notice Shows Extension Of Huawei Temporary General License Through May 15,2020-03-10 16:50:00-04:00,FXI
1261723,"'Tesla gets banned from KC Auto Show, owners volunteer to take over' -Electrek",2020-03-10 14:07:00-04:00,TSLA
1261724,"No Starlink Spin-Off In The Works, Says Elon Musk",2020-03-10 13:13:00-04:00,TSLA
531009,"'All 16 temperory makeshift hospitals, specialized for [coronavirus] patients with mild symptoms in #Wuhan have been closed on Tuesday' -Tweet From China's Global Times",2020-03-10 11:21:00-04:00,FXI
1261727,One-Year Anniversary Of Whitney Tilson's $100 Tesla Call,2020-03-10 11:01:00-04:00,TSLA
1261730,"'Tesla to add production capacity for 250,000 cars at Gigafactory Shanghai' -Electrek",2020-03-10 09:05:00-04:00,TSLA
531011,"Benzinga Pro's Top 5 Stocks To Watch For Tues., Mar. 10, 2020: FXI, TSLA, OXY, CORV, CLDR",2020-03-10 08:22:00-04:00,FXI
531012,"China's President Xi Says Coronavirus Outbreak Hits Economy In Hubei In Short-term, But Long-term Improving Momentum Will Not Be Affected - Xinhua",2020-03-10 06:48:00-04:00,FXI
531013,China's Xi in Wuhan Vows Victory Over Coronavirus,2020-03-10 06:34:00-04:00,FXI
1261734,"Tesla shares are trading higher following reports suggesting the company plans to increase production capacity for certain parts at its Shanghai factory. Movement may also be market related, as equities rebound from Monday's selloff.",2020-03-10 06:32:00-04:00,TSLA
531014,China's Industry Ministry Urges Tesla to Keep Products Consistent as Buyers Complain About Computers Containing Less Advanced Chips,2020-03-10 06:30:00-04:00,FXI
531015,Global Times Reports Last Patient Discharged from the Wuchang Makeshift Hospital in Wuhan on Tuesday,2020-03-10 06:18:00-04:00,FXI
1261736,"Elon Musk Says Market Was Too High, Due For A Correction",2020-03-09 17:32:00-04:00,TSLA
1261738,"'Market was bit high anyway, so due for a correction' -Tweet From Elon Musk",2020-03-09 16:32:00-04:00,TSLA
531017,"Honda's Resumption Rate At Factory In Guangdong Province Is At 50%, See Full Resumption By Mar. 17; Honda Sales Volume In Mar. Could Be Down Up To 50% Amid Coronavirus",2020-03-09 15:32:00-04:00,FXI
531019,Fitch Says Dual Impact Of COVID-19 And Significant Oil Price Shock Will Put Pressure On Some Sovereign Credit Fundamentals And Potentially Ratings,2020-03-09 09:48:00-04:00,FXI
1261742,Tesla Now China's Largest EV Manufacturer By Output: Report,2020-03-09 09:36:00-04:00,TSLA
1261745,Tesla shares are trading lower in sympathy with the broader market amid a steep decline in the price of oil after OPEC members failed to reach a production agreement and Saudi Arabia pledged to cut its oil prices and increase supply.,2020-03-09 07:29:00-04:00,TSLA
1261747,'The Black Swan' Author To Elon Musk: 'Saying The Coronavirus Panic Is Dumb Is Dumb',2020-03-09 01:55:00-04:00,TSLA
531020,"Senator Ted Cruz Says he Will Remain Home in Texas This Week, Until a Full 14 Days Have Passed Since CPAC Interaction",2020-03-08 19:29:00-04:00,FXI
1261748,Top Tesla Investor Says C is Better Run After Leadership Tumult,2020-03-08 15:17:00-04:00,TSLA
531021,"U.S. Public Health Official Fauci Says if Coronavirus Continues Spread, Americans Should Reconsider Attendance at Large Gatherings, Particularly if Vulnerable; Says Scope of Coronavirus Outbreak in U.S. is Not Encouraging' Because of Spread Within Communities",2020-03-08 09:24:00-04:00,FXI
531022,"China's Global Times Reports 11 of 14 Makeshift Hospitals Erected in Wuhan City, Hubei Province, have been Closed by Sunday; 100 Coronavirus Patients Remain in 3 Hospitals",2020-03-08 08:30:00-04:00,FXI
531023,"NY Governor Cuomo Tweets: There are 13 additional cases of Coronavirus in NYS since earlier today, bringing total to 89.",2020-03-07 18:25:00-05:00,FXI
531024,CPAC Attendee Tests Positive for Coronavirus; CPAC Says Coronavirus Patient had Not Interacted with President Trump or VP Pence,2020-03-07 18:22:00-05:00,FXI
531025,NY Governor Andrew Cuomo _ Declares State of Emergency for New York Due to Coronavirus Outbreak,2020-03-07 13:57:00-05:00,FXI
531026,"'Macao's last novel #coronavirus patient had recovered from the disease and was discharged from the hospital, the Health Bureau of Macao said on Friday.' -China News",2020-03-06 14:34:00-05:00,FXI
531027,Hearing Evercore Saying Data From Gilead China On Coronavirus Could Arrive This Month,2020-03-06 13:22:00-05:00,FXI
531029,"US Has Granted Tariff Relief For Facemasks, Medical Equipment",2020-03-06 12:53:00-05:00,FXI
531028,UPDATE: 27 Cos. Granted Tariff Exemptions for 103 Products From China,2020-03-06 12:53:00-05:00,FXI
1261750,"Hearing Of Job Posts By Tesla, Seeking Staff For Solar, Energy Storage Business In China",2020-03-06 11:34:00-05:00,TSLA
531030,Global Times' Hu Xijin Says 'COVID-19 has spread in Europe. Concept that healthy people don't need to wear a face mask is endangering health of ordinary people in many European cities',2020-03-06 11:06:00-05:00,FXI
531031,WHO Says It Is A 'False Hope' That The Coronavirus Will Just Disappear In The Summer Like Flu,2020-03-06 10:52:00-05:00,FXI
531032,"Hearing Fed Delays Processing Of Physical Dollars From Asia, Cites Coronavirus Fears",2020-03-06 10:39:00-05:00,FXI
531033,WHO Head Says 20 Coronavirus Vaccines Are Currently In Development,2020-03-06 10:34:00-05:00,FXI
1261751,Grimes Confirms Tesla's Elon Musk Is Father Of Her Child,2020-03-06 10:25:00-05:00,TSLA
531034,"White House Econ Advisor Larry Kudlow Says If There Is Huge Global Demand, Fed Should Supply More Dollars",2020-03-06 10:24:00-05:00,FXI
531035,Moody's Cuts 2020 Chinese Growth Forecast From 5.2% To 4.8%,2020-03-06 10:11:00-05:00,FXI
531036,Moody's Says Risks Of Global Recession Have Risen Amid Coronavirus Outbreak,2020-03-06 10:03:00-05:00,FXI
531037,"Kudlow Says Let's Not Overreact To Coronavirus, 'We Should Stay At Work'",2020-03-06 09:46:00-05:00,FXI
531039,"Kudlow Says Folks Should Not Be Going Out And Grabbing Face Masks, These Are Only For Healthcare Professionals",2020-03-06 09:45:00-05:00,FXI
531038,"Kudlow Says If You Get Coronavirus, 80% Of People Return To Normal Health After Recovery",2020-03-06 09:45:00-05:00,FXI
531040,"Kudlow Says, While We Always Have To Question Numbers Coming Out Of China, Coronavirus-Related Cases Easing, Notes Chinese People Are Returning To Work",2020-03-06 09:44:00-05:00,FXI
531041,"Kudlow Says Sees US Economy Slowing Down In Certain Sectors, Sees Slowdown As Temporary",2020-03-06 09:40:00-05:00,FXI
1261754,Tesla shares are trading lower in sympathy with the overall market despite the Chinese government giving the company approval to sell longer-range China-made Model 3 vehicles in China.,2020-03-06 09:15:00-05:00,TSLA
1261756,Chinese Government OKs Tesla Sales Of Long-Range Model 3: Report,2020-03-06 07:57:00-05:00,TSLA
531042,"'The number of confirmed coronavirus cases around the world has reached 100,000' - BNO Newsroom",2020-03-06 06:18:00-05:00,FXI
531043,"Iran Reports 1,234 New Cases of Coronavirus With 16 New Deaths; Total Cases 4,747 Cases With 124 Deaths",2020-03-06 06:05:00-05:00,FXI
1261758,Tesla Obtains Chinese Government Approval to Sell Longer Range China-made Model 3 Vehicles in China,2020-03-06 05:58:00-05:00,TSLA
1261759,"Hangzhou Zhongheng Electric, General Manager Warned By Regulator For Information Disclosure Violation Related to Tesla",2020-03-06 05:53:00-05:00,TSLA
531044,US Energy Secretary Says Does Not Expect Coronavirus To Impact China's $50B In US Energy Purchases Outlined In Trade Deal,2020-03-05 14:24:00-05:00,FXI
1261760,'SpaceX plans to fly three space tourists to the International Space Station late next year' -CNBC,2020-03-05 14:05:00-05:00,TSLA
531045,Hearing WHO Says Has Not Seen Evidence Coronavirus Can Pass Between Humans And Dogs,2020-03-05 12:30:00-05:00,FXI
531046,WHO's Tedros Says Coronavirus Is Not Yet At Pandemic Level But Sees 'Very Concerning Signs',2020-03-05 11:50:00-05:00,FXI
531047,"'With approximately 100,000 CoronaVirus cases worldwide, and 3,280 deaths, the United States, because of quick action on closing our borders, has, as of now, only 129 cases (40 Americans brought in) and 11 deaths...' -Trump Tweet",2020-03-05 11:36:00-05:00,FXI
531048,WHO Says 20 Of 31 Chinese Provinces Have Downgraded Coronavirus Risk,2020-03-05 11:23:00-05:00,FXI
531049,WHO's Tedros Expresses Concern Some Countries Are Not Taking Coronavirus Seriously Enough Or Have Decided There Is Nothing They Can Do,2020-03-05 11:14:00-05:00,FXI
531050,Hearing US Dept. Of Homeland Security Says Has No Plans To Lift Travel Restrictions To China,2020-03-05 11:12:00-05:00,FXI
1261761,"GM Is Charged Up About Electric Vehicles, Makes Push To Challenge Tesla",2020-03-05 10:46:00-05:00,TSLA
1261763,"Tesla shares are trading lower. Weakness appears market related, as equities across sectors continue to sell off amid coronavirus concerns. Additionally, GM recently revealed its new electric car battery, which could be a potential competitor to Tesla.",2020-03-05 08:57:00-05:00,TSLA
531052,"Iran's Health Ministry Announces 3,513 Coronavirus Cases Diagnosedl 107 Deaths",2020-03-05 05:36:00-05:00,FXI
1261765,Angry Chinese Customers Threaten To Boycott Tesla,2020-03-05 05:06:00-05:00,TSLA
531053,California Governor Declares State of Emergency Over Coronavirus; Says State Has 53 Confirmed Cases of Coronavirus,2020-03-04 19:16:00-05:00,FXI
531054,Senate Finance Chairman Grassley Says US Needs To Give Some Leeway To China In Implementing Phase 1 Trade Deal Due To Coronavirus; Says Has No Evidence That China Will Try To Escape Commitments To Sharply Increase U.S. Goods And Services Purchases Due To,2020-03-04 16:31:00-05:00,FXI
531055,Huawei Pleads Not Guilty To New U.S. Criminal Charges In 2018 Case,2020-03-04 14:21:00-05:00,FXI
531057,"US Report Shows Chinese Exports Of Parts And Components Fell 2% In Feb. Due To Coronavirus, Causing $50B In Global Export Losses",2020-03-04 12:01:00-05:00,FXI
531058,IMF Launching $50B Aid Package,2020-03-04 11:52:00-05:00,FXI
1261768,"Tesla Blames COVID-19 Impact For Model 3 Hardware Botch In China, Promises Free Replacement",2020-03-04 10:54:00-05:00,TSLA
1261772,'Tesla's quiet chip downgrade sparks anger in China' -Nikkei,2020-03-04 07:29:00-05:00,TSLA
1261773,"Tesla shares are trading higher. Move appears market related amid a rebound in equities following several sessions of weakness. UPDATE: Shares have since reversed, now lower.",2020-03-04 07:16:00-05:00,TSLA
531061,"Iran First Vice President Tests Positive For Coronavirus, Says Iranwire, No Official Confirmation",2020-03-04 06:42:00-05:00,FXI
531062,Iran Health Ministry Reports 586 New Infections of Coronavirus Since Tuesday; Death Toll at 92,2020-03-04 05:53:00-05:00,FXI
531063,China Caixin/IHS Markit February Services PMI at 26.5 vs 51.8 in January,2020-03-03 20:47:00-05:00,FXI
531064,Mainland China Reports 119 New Confirmed Cases of Coronavirus on March 3 vs 125 on March 2; 38 New Coronavirus Deaths on March 3 Vs 31 on March 2,2020-03-03 20:44:00-05:00,FXI
531066,"US Travel Association Sees Int'l. Travel To US Down 6% Over Next 3 Months, Cites Coronavirus",2020-03-03 14:07:00-05:00,FXI
531067,S&P Sees China GDP Growth To Slow To 4.8% In 2020,2020-03-03 12:21:00-05:00,FXI
531068,'Virus expert: As much as 70 percent of world's population could get coronavirus' -The Hill,2020-03-03 12:16:00-05:00,FXI
531069,WHO Says Containment Is Still The Approach But We Must Be Ready For Sustained Community Transmission Of Coronavirus,2020-03-03 11:21:00-05:00,FXI
531070,Hearing WHO Says Predicts 89 Million Face Masks Will Be Used Per Month,2020-03-03 11:17:00-05:00,FXI
531071,"WHO's Tedros Says ""Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected",2020-03-03 11:06:00-05:00,FXI
531072,WHO Says COVID-19 Doesn't Transmit As Easily As Influenza,2020-03-03 11:03:00-05:00,FXI
531073,WHO Coronavirus Update (Livestream Link),2020-03-03 11:00:00-05:00,FXI
531074,'Top CDC official tells Congress coronavirus almost qualifies as a global pandemic' -CNBC Tweet,2020-03-03 10:25:00-05:00,FXI
531075,Treasury Secretary Mnuchin Says US Is Not Considering China Tariff Rollback,2020-03-03 10:20:00-05:00,FXI
531077,Treasury Secretary Mnuchin Says G7 Agreed To Do 'Everything Possible' To Limit Harm From Coronavirus,2020-03-03 09:13:00-05:00,FXI
1261779,"Tesla shares are trading higher. JMP analysts upgraded the company's stock from Market Perform to Market Outperform, saying the recent market pullback represents an opportunity for investors. UPDATE: Shares have since reversed, now lowe.",2020-03-03 07:50:00-05:00,TSLA
1261780,JMP Securities Upgrades Tesla to Market Outperform,2020-03-03 05:00:00-05:00,TSLA
1261782,'He Has A Good Heart': Elon Musk Expresses Support For Dorsey To Continue As Twitter CEO,2020-03-03 00:59:00-05:00,TSLA
531078,Mainland China Reports 125 New Confirmed Cases of Coronavirus on March 2 Vs 202 on March 1; 31 New Coronavirus Deaths on March 2 Vs 42 on March 1,2020-03-02 19:14:00-05:00,FXI
531079,"Chinese UN Ambassador Says China Confident It Can Achieve Economic, Social Goals It Previously Set for 2020",2020-03-02 16:28:00-05:00,FXI
531080,UN Ambassador Zhang Jun Says Does Not Think It Is Appropriate For US To Take Steps That Interfere With The Work Of Journalists From China,2020-03-02 15:35:00-05:00,FXI
531081,"'Today, we announced a personnel cap on Chinese government-controlled media organizations in the United States. We urge Beijing to respect freedom of expression...' -Tweet From Secretary Of State Mike Pompeo",2020-03-02 13:09:00-05:00,FXI
531082,Hearing US Trade Rep Lighthizer Says Much Work On Trade Remains To Be Down With China,2020-03-02 12:35:00-05:00,FXI
531083,'Many signs indicate that COVID-19 epidemic in the US could be seriously underestimated because of problems with testing.' - Hu Xijin,2020-03-02 12:21:00-05:00,FXI
531084,'International Locations with Confirmed COVID-19 Cases' - CDC,2020-03-02 12:12:00-05:00,FXI
531085,"Of The 62 Countries Who Have Reported Coronavirus Cases, 38 Have Reported 10 Or Fewer Cases - WHO's Tedros",2020-03-02 11:02:00-05:00,FXI
531086,'G7 ministers plan call on Tuesday on virus response' - ForexLive,2020-03-02 10:56:00-05:00,FXI
531087,"'""We're talking about a vaccine, maybe even a cure"" for #coronavirus, @POTUS reiterates to pool reporters.' - Steve Herman",2020-03-02 10:52:00-05:00,FXI
531088,"We Are In ""Unchartered Territory"" - We Have Never Seen Before A Respiratory Pathogen Capable Of Community Transmission, But It Can Be Contained With The Right Measures - Tedros",2020-03-02 10:50:00-05:00,FXI
531089,WHO's Tedros Says Indications That Surveillance Measures Are Working In South Korea And The Epidemic Can Still Be Contained There,2020-03-02 10:46:00-05:00,FXI
531090,WHO's Tedros Says Will Call It A Pandemic If Evidence Warrants; Also Says A WHO Staff Member In Iran Has Tested Positive For COVID-19,2020-03-02 10:43:00-05:00,FXI
1261784,"'Tesla Cybertruck is already boosting sales, keeping momentum without tax credit' - Electrek.Co",2020-03-02 10:38:00-05:00,TSLA
531092,WHO Head Tedros Highlights Number Of Cases In China Continues To Decline,2020-03-02 10:38:00-05:00,FXI
1261787,"Tesla shares are trading higher, potentially on a rebound after the stock traded lower with the overall market amid coronavirus fears.",2020-03-02 08:51:00-05:00,TSLA
531093,China's President Xi Says to Set Up National Vaccine Reserves to Prepare for Possible Prevention Work,2020-03-02 06:15:00-05:00,FXI
531094,China's President Xi Jinping Says Will Offer Technology Support for Containing Coronavirus Outbreak,2020-03-02 06:09:00-05:00,FXI
531095,"WNBC-TV Reporter Adam Kuperstein Says New York Woman Who Test Positive for Coronavirus Lives in Manhattan, According to State Officials Familiar with the Case",2020-03-02 05:55:00-05:00,FXI
531096,China's Premier Li Says Coronavirus Outbreak Control Remains at Crucial Stage,2020-03-02 05:49:00-05:00,FXI
1261789,"Visser, Parts Manufacturer for Tesla and SpaceX, Confirms Data Breach",2020-03-02 05:42:00-05:00,TSLA
531097,Iran's Health Ministry Says Number of Coronavirus Cases in Country Totals 1501 with 66 Deaths,2020-03-02 05:21:00-05:00,FXI
531098,NY Governor Cuomo Tweets: We have learned of the 1st positive case of COVID-19 in NY. The patient contracted the virus while in Iran & is isolated  There is no reason for undue anxiety__he general risk remains low in NY. We are diligently managing this situation &will provide info as it becomes available.,2020-03-01 19:54:00-05:00,FXI
531099,New York State's First Coronavirus Patient is a Woman in her 30's Who Contracted Virus While in Iran,2020-03-01 19:52:00-05:00,FXI
531100,NY Governor Cuomo Confirms the First Case of Covid-19 in New York State,2020-03-01 19:50:00-05:00,FXI
531101,Mainland China Reports 42 New Coronavirus Deaths on March 1 vs 35 on Feb 29,2020-03-01 19:20:00-05:00,FXI
531102,Mainland China Reports 202 New Confirmed Cases of Coronavirus on March 1 vs 573 on Feb 29,2020-03-01 19:19:00-05:00,FXI
531103,"Two Health Workers in Alameda County, CA Test Positive for Coronavirus; County Declares Health Emergency",2020-03-01 18:38:00-05:00,FXI
531104,40 People Monitored after Rhode Island Man Tests Positive for Coronavirus,2020-03-01 13:34:00-05:00,FXI
531105,"Iran State TV, Citing Health Ministry Spokesman Says 978 People Infected with Coronavirus; Death Toll at 54",2020-03-01 09:11:00-05:00,FXI
531106,"Long-term Care Facility in Kirkland, WA Linked to COVID-19 has 27 Residents, 25 Staff With Symptoms",2020-02-29 16:10:00-05:00,FXI
531107,Washington State Health Official Says 27 Residents of Long-term Care Facility in Washington State Have Some Sort of Symptoms,2020-02-29 16:04:00-05:00,FXI
531108,Washington State Health Official Says 2 of Washington Cases Are Affiliated With Long-term Care Facility Called Life Care; Says Coronavirus Patient Who Died Was Not Affiliated With the Long-term Care Facility,2020-02-29 16:03:00-05:00,FXI
531109,"Iran's Official Coronavirus Death Toll Rises to 43, With 593 People Infected",2020-02-29 06:58:00-05:00,FXI
531110,'Google employee tests positive for novel coronavirus' -Business Insider $,2020-02-28 13:40:00-05:00,FXI
531111,Hearing Apple's Cook Says Co. Has Opened 80+% Of Stores In China,2020-02-28 13:36:00-05:00,FXI
531112,Article From New England Journal Of Medicine: 'Responding to Covid-19 _ A Once-in-a-Century Pandemic?',2020-02-28 12:19:00-05:00,FXI
531113,CDC To Provide Update On Coronavirus At 12:15 p.m. ET,2020-02-28 12:12:00-05:00,FXI
531114,"'A total of 36,000 #COVID19 patients have been cured and discharged from hospitals, accounting for 45.9 percent of Chinese total confirmed cases, a health official said Friday.' -China News",2020-02-28 11:54:00-05:00,FXI
531115,"'Drive-thru coronavirus testing centers open in South Korea, where more than 2,000 confirmed cases have been reported.' -NBC",2020-02-28 11:51:00-05:00,FXI
531116,WHO Says: We Have Seen Evidence From China That This Virus Can Be Significantly Curbed,2020-02-28 10:46:00-05:00,FXI
531117,WHO Says: Much Of The Global Community Not Yet Ready To Implement Measures That Have Contained In China,2020-02-28 10:45:00-05:00,FXI
531118,WHO Chief Says More Than 20 Vaccines Are In Development Globally And Several Therapeutics Are In Clinical Trials; Expect First Results In A Few Weeks,2020-02-28 10:41:00-05:00,FXI
531119,NIH Official Fauci Tells Lawmakers There Will Be Many More Cases In The US Given Sustained Transmission In So Many Countries,2020-02-28 10:36:00-05:00,FXI
531120,Anthony Fauci Told US House Lawmakers It Is 'Unlikely' The Coronavirus Will Disappear Next Year,2020-02-28 10:33:00-05:00,FXI
531121,"WHO Says: In The Past 24 Hours China Has Reported 329 Cases, The Lowest In More Than A Month",2020-02-28 10:32:00-05:00,FXI
531122,WHO Says: Continued Increase In The Number Of Coronavirus Cases And In The Number Of Affected Countries Over The Last Days Is 'Clearly Of Concern',2020-02-28 10:31:00-05:00,FXI
531123,WHO Says: Assessment Of Risk Of Spread And Risk Of Impact Of COVID-19 Now 'Very High At Global level',2020-02-28 10:29:00-05:00,FXI
531124,From WHO Livestream: WHO Says China Has Lowest Number Of New Cases In More Than A Month,2020-02-28 10:25:00-05:00,FXI
1261795,"'Why Tesla Could Be Worth $1.5 Trillion by 2030, According to Ron Baron' -Barron's",2020-02-28 09:19:00-05:00,TSLA
1261797,Tesla shares are trading lower. Movement appears market related as equities continue to sell off amid the global coronavirus spread.,2020-02-28 08:51:00-05:00,TSLA
531125,"Extending Suspension Of Flights Between U.S. Hubs & Beijing, Chengdu, Shanghai And Hong Kong Through April 30",2020-02-28 08:40:00-05:00,FXI
531127,Azerbaijan Reports First Case of Coronavirus,2020-02-28 05:51:00-05:00,FXI
