number,title,date,stock,sentiment_scores
1261658,"Tesla shares are trading higher, rebounding from after hours weakness when the company announced it will temporarily suspend production at its Freemont factory. The company said it believes liquidity is sufficient for a period of uncertainty.",2020-03-20 10:36:00-04:00,TSLA,"{'negative': 0.032276955, 'neutral': 0.9635828, 'positive': 0.0041401717}"
530954,"China Purchases 340,000 Metric Tons Of US Hard Red Wheat For 2020-21 Marketing Year",2020-03-20 09:34:00-04:00,FXI,"{'negative': 0.00340454, 'neutral': 0.99545836, 'positive': 0.0011370974}"
530955,"China Buys 756,000 Metric Tons Of US Corn, First Major Purchase Under Phase One Trade Deal",2020-03-20 09:33:00-04:00,FXI,"{'negative': 0.0020431206, 'neutral': 0.99630994, 'positive': 0.0016469429}"
530956,"'Kudlow, Mnuchin, FDA officials and others are pushing hard against Peter Navarro's efforts to advance his ""Buy American"" agenda amid the pandemic. But the worry is he's working with Trump's explicit sign-off.' -POLITICO Reporter",2020-03-20 09:32:00-04:00,FXI,"{'negative': 0.28325987, 'neutral': 0.71441513, 'positive': 0.0023250221}"
1261661,"Registration of New Tesla Cars in China in February Declined 35% MoM, Following a 46% MoM Decline in January",2020-03-20 06:19:00-04:00,TSLA,"{'negative': 0.17408596, 'neutral': 0.8241757, 'positive': 0.0017382917}"
1261663,"Tesla To Shut Down Fremont Factory Due To Coronavirus, Says It Has Enough Cash To Survive",2020-03-19 22:06:00-04:00,TSLA,"{'negative': 0.7424871, 'neutral': 0.2545268, 'positive': 0.0029861468}"
1261664,Tesla Says Cash Position At End Of Q4 Was $6.3B Before Recent $2.3B Capital Raise,2020-03-19 16:49:00-04:00,TSLA,"{'negative': 0.0033824907, 'neutral': 0.995154, 'positive': 0.0014634699}"
1261665,Tesla Says Believes Level Of Liquidity Is Sufficient To Successfully Navigate An Extended Period Of Uncertainty; Says At End Of Q4 2019 Had Available Credit Lines Worth Approximately $3B Including Working Capital Lines,2020-03-19 16:48:00-04:00,TSLA,"{'negative': 0.016064815, 'neutral': 0.9796078, 'positive': 0.0043273484}"
1261666,Tesla Reports It Will Temporarily Suspend Production In Fremont and New York,2020-03-19 16:46:00-04:00,TSLA,"{'negative': 0.6903553, 'neutral': 0.30771598, 'positive': 0.0019286771}"
530957,Chinese Importers Buy At Least 2 Cargoes Of U.S. Soybeans On Thursday For Shipment From The Pacific Northwest,2020-03-19 16:43:00-04:00,FXI,"{'negative': 0.0026522505, 'neutral': 0.99614704, 'positive': 0.0012006782}"
530958,WHO Director Says Lack Of Equipment For Coronavirus Diagnosis Remains A Major Challenge,2020-03-19 13:47:00-04:00,FXI,"{'negative': 0.93171805, 'neutral': 0.0665569, 'positive': 0.0017250656}"
1261667,Alameda County Spokesman California City Of Fremont Is Meeting With Tesla Today To Discuss Coronavirus Lockdown Order,2020-03-19 13:39:00-04:00,TSLA,"{'negative': 0.03935127, 'neutral': 0.9597336, 'positive': 0.0009152091}"
530959,"Tedros Says It Is Finalizing Arrangements For Chinese Suppliers To Export Protective Gear, Aims To Build 'Continuous Pipeline'",2020-03-19 13:38:00-04:00,FXI,"{'negative': 0.0023871143, 'neutral': 0.9963889, 'positive': 0.0012239626}"
530960,"WHO's Tedros Says WHO Contracts More Labs To Evaluate Diagnostic Kits And Works With Companies To Secure Supply, But Shortages Still A Challenge",2020-03-19 13:37:00-04:00,FXI,"{'negative': 0.10649774, 'neutral': 0.89133227, 'positive': 0.0021699753}"
1261668,'elon musk offers to build ventilators for hospitals in need. mayor of NYC accepts via Twitter' -Tweet Highlighted By CNBC's Carl Quintanilla; BZ NOTE: Musk Tweeted Referenced Did Not Suggest Musk Agreed To Make Ventilators,2020-03-19 13:28:00-04:00,TSLA,"{'negative': 0.0023061018, 'neutral': 0.99614763, 'positive': 0.0015462639}"
1261669,"Fremont City, California Officials Will Meet With Tesla Over Compliance With Health Shut Down Order",2020-03-19 13:15:00-04:00,TSLA,"{'negative': 0.124059886, 'neutral': 0.8745283, 'positive': 0.0014119325}"
530961,"Kremlin Says Russia's Putin, China's Xi Will Deepen Medicine, Drug-Research Ties",2020-03-19 11:22:00-04:00,FXI,"{'negative': 0.0044114958, 'neutral': 0.9948592, 'positive': 0.0007293035}"
1261670,Tesla shares are trading higher after a Morgan Stanley analyst upgraded the company's stock from Underweight to Equal-Weight.,2020-03-19 10:14:00-04:00,TSLA,"{'negative': 0.0020614737, 'neutral': 0.98784804, 'positive': 0.0100904}"
1261671,"Morgan Stanley Upgrades Tesla On More Realistic Stock Price, Can Weather Coronavirus Downturn",2020-03-19 10:00:00-04:00,TSLA,"{'negative': 0.25687838, 'neutral': 0.7384304, 'positive': 0.004691243}"
530962,"Fitch Issues Report, Says Coronavirus Is Crushing Global GDP Growth, Sees Globe In Recession Territory",2020-03-19 09:56:00-04:00,FXI,"{'negative': 0.9411253, 'neutral': 0.057399645, 'positive': 0.0014750779}"
1261672,"Canaccord Genuity Maintains Hold on Tesla, Lowers Price Target to $400",2020-03-19 09:46:00-04:00,TSLA,"{'negative': 0.011473519, 'neutral': 0.98744875, 'positive': 0.0010777639}"
1261674,"Wedbush Maintains Neutral on Tesla, Lowers Price Target to $425",2020-03-19 08:25:00-04:00,TSLA,"{'negative': 0.01863541, 'neutral': 0.98005956, 'positive': 0.0013049687}"
1261675,Tesla shares are trading higher after a Morgan Stanley analyst upgraded the company's stock from Underweight to Equal-Weight. UPDATE: Tesla shares have reversed and are now trading lower.,2020-03-19 07:17:00-04:00,TSLA,"{'negative': 0.008730904, 'neutral': 0.98926044, 'positive': 0.0020086928}"
530963,"China Will Ramp Fiscal Stimulus, Spur Investment In Infrastructure Including 5G Networks",2020-03-19 06:55:00-04:00,FXI,"{'negative': 0.0022767864, 'neutral': 0.9800521, 'positive': 0.01767107}"
530964,'Italy is on track to surpass China in the number of coronavirus-related deaths' -Tweet From AP,2020-03-19 06:40:00-04:00,FXI,"{'negative': 0.042972986, 'neutral': 0.9554013, 'positive': 0.0016256549}"
1261676,"Morgan Stanley Upgrades Tesla to Equal-Weight, Lowers Price Target to $460",2020-03-19 06:39:00-04:00,TSLA,"{'negative': 0.01645748, 'neutral': 0.98205733, 'positive': 0.0014851429}"
1261678,"Alameda County Spokesperson Says Is In Talks With Tesla About Factory, Says Co. Must Move To Minimum Basic Operations, Comply With Health Order If Its Still Making Cars",2020-03-18 17:42:00-04:00,TSLA,"{'negative': 0.005944681, 'neutral': 0.9930775, 'positive': 0.0009778602}"
1261680,"'Tesla Will Reduce Its Factory Workforce And Remain Open, A Sheriff's Office Said' -BuzzFeed",2020-03-18 17:07:00-04:00,TSLA,"{'negative': 0.05685609, 'neutral': 0.9421768, 'positive': 0.00096721}"
1261681,Attorneys For California's Alameda County And City Of Fremont Discuss How To Respond To Tesla Factory Operating Despite Lockdown Order; Fremont Police Spokeswoman Says 'This Is All Very New And There Are A Lot Of Moving Parts',2020-03-18 15:53:00-04:00,TSLA,"{'negative': 0.042330537, 'neutral': 0.9566991, 'positive': 0.0009704741}"
530965,"WHO's Mike Ryan Calls For 'Order And Discipline' In Market For Health Equipment Such As Masks And Ventilators, Says WHO Is Working With China And Other Producers To Ramp Up Supplies",2020-03-18 13:09:00-04:00,FXI,"{'negative': 0.0025576558, 'neutral': 0.9957281, 'positive': 0.0017143178}"
530966,Trump Says Doesn't See Reason To Suspend Tariffs On China Amid Coronavirus,2020-03-18 12:51:00-04:00,FXI,"{'negative': 0.7595774, 'neutral': 0.23833627, 'positive': 0.0020862876}"
530967,Trump Says China Could Ask For Relief For Tariffs,2020-03-18 12:46:00-04:00,FXI,"{'negative': 0.015880832, 'neutral': 0.98291713, 'positive': 0.0012020885}"
530969,Trump Says 'It Came From China' When Asked Why He Continues To Call Coronavirus/COVID-19 The 'Chinese Virus',2020-03-18 12:34:00-04:00,FXI,"{'negative': 0.115070805, 'neutral': 0.8836473, 'positive': 0.0012818469}"
530968,WHO Says Is Organizing A Multi-country Trial To Compare Some Untested Potential Treatments For Coronavirus,2020-03-18 12:34:00-04:00,FXI,"{'negative': 0.016974738, 'neutral': 0.98199445, 'positive': 0.0010308437}"
530970,"WHO's Tedros Says Isolating, Testing, Treating And Tracing Every Suspected Case Must Be Backbone Of World's Response To Coronavirus Epidemic",2020-03-18 12:26:00-04:00,FXI,"{'negative': 0.118645765, 'neutral': 0.8791174, 'positive': 0.002236879}"
1261682,"Tesla Tells Employees It's Awaiting 'Final Word' On US Plant, Tells Workers 'No Changes' In Normal Assignments",2020-03-18 12:17:00-04:00,TSLA,"{'negative': 0.018313434, 'neutral': 0.98045564, 'positive': 0.0012308457}"
1261683,'Tesla Fremont factory is still operating despite Sheriff's order' -Electrek,2020-03-18 11:54:00-04:00,TSLA,"{'negative': 0.0061006336, 'neutral': 0.9929054, 'positive': 0.0009940398}"
1261684,"UPDATE: B of A Securities Upgrades Tesla to Neutral, Raises PT to $500 Views Co. 'as a trailblazer in the electric vehicle market, and believe the company could be successful as demand for EVs increases over time' But Also Cites 4 Potential Risk Factors:",2020-03-18 11:38:00-04:00,TSLA,"{'negative': 0.0028966777, 'neutral': 0.9696676, 'positive': 0.027435718}"
1261685,People Seen Going To Work At Tesla's Fremont Factory Despite Alameda County's Order For Lockdown,2020-03-18 10:45:00-04:00,TSLA,"{'negative': 0.09883508, 'neutral': 0.8994016, 'positive': 0.0017633406}"
1261687,"BofA Is Less Bearish On Tesla Now, Upgrades Stock",2020-03-18 10:16:00-04:00,TSLA,"{'negative': 0.033233926, 'neutral': 0.9628354, 'positive': 0.0039307214}"
530971,"Johns Hopkins Coronavirus Resource Center Shows Global Cases Surpass 200,000",2020-03-18 07:50:00-04:00,FXI,"{'negative': 0.03996117, 'neutral': 0.9587171, 'positive': 0.0013217337}"
530972,'Chinese Port Restricts Ships From Virus-Hit Nations for 14 Days' -Bloomberg,2020-03-18 07:08:00-04:00,FXI,"{'negative': 0.7155063, 'neutral': 0.28298324, 'positive': 0.0015104784}"
1261692,Tesla shares are trading lower as equities fall amid the global coronavirus outbreak. The company's Fremont factory could also be forced to shut down temporarily as Alameda County said Tesla is not 'an essential business' as defined by the county.,2020-03-18 06:56:00-04:00,TSLA,"{'negative': 0.92304915, 'neutral': 0.07538009, 'positive': 0.0015708175}"
1261694,"B of A Securities Upgrades Tesla to Neutral, Raises Price Target to $500",2020-03-18 06:29:00-04:00,TSLA,"{'negative': 0.004578103, 'neutral': 0.99290633, 'positive': 0.0025155745}"
1261695,Hearing B Of A Global Upgrades Tesla From Underperform To Neutral; Unconfirmed,2020-03-18 06:12:00-04:00,TSLA,"{'negative': 0.3361089, 'neutral': 0.66213787, 'positive': 0.0017532443}"
1261696,Tesla Shares Drop As Alameda County Says Fremont Factory 'Not An Essential Business',2020-03-18 03:05:00-04:00,TSLA,"{'negative': 0.88118327, 'neutral': 0.1170517, 'positive': 0.0017650711}"
1261697,California's Alameda County Says Tesla Factory Cannot Continue Usual Operation Due to Coronavirus Measures,2020-03-17 20:20:00-04:00,TSLA,"{'negative': 0.63718474, 'neutral': 0.36039862, 'positive': 0.0024166496}"
530974,"'People with blood type A may be more vulnerable to coronavirus, China study finds' -South China Morning Post",2020-03-17 11:24:00-04:00,FXI,"{'negative': 0.3331349, 'neutral': 0.66491306, 'positive': 0.0019521206}"
530975,"Morgan Stanley Sees Disruptions, Dislocations In Economy, Markets Triggering Year Over Year Contraction In Global Growth During H1'20",2020-03-17 10:24:00-04:00,FXI,"{'negative': 0.88657063, 'neutral': 0.11100442, 'positive': 0.0024249791}"
1261698,Tesla HR Exec Comments In Email To Staff That Tesla And Its Suppliers To Continue Operations,2020-03-17 09:57:00-04:00,TSLA,"{'negative': 0.0025268807, 'neutral': 0.9954006, 'positive': 0.002072548}"
530976,Moody's Says Recession Risks Are Rising As Coronavirus Spreads Around The World,2020-03-17 07:42:00-04:00,FXI,"{'negative': 0.8765872, 'neutral': 0.12150351, 'positive': 0.001909226}"
530977,'Recombinant #COVID19 vaccine developed by the team led by top PLA epidemiologist Chen Wei was approved to launch clinical trials in #China on Monday' -China State Media Outlet Global Times,2020-03-17 07:25:00-04:00,FXI,"{'negative': 0.0023514663, 'neutral': 0.9954319, 'positive': 0.0022166732}"
1261699,Tesla Factory In California Will Remain Open During Pandemic: Officials,2020-03-17 06:59:00-04:00,TSLA,"{'negative': 0.0060769953, 'neutral': 0.9926636, 'positive': 0.001259391}"
530978,"Iranian Health Official Says Iran's Death Toll From Coronavirus Climbs To 988 With 135 New Deaths; Says Says 1,178 Confirmed New Cases Of Coronavirus In The Past 24 Hours",2020-03-17 06:54:00-04:00,FXI,"{'negative': 0.3039388, 'neutral': 0.694319, 'positive': 0.0017421938}"
1261700,Tesla's U.S. Factory to Stay Open as Coronavirus Lockdown Begins,2020-03-17 05:33:00-04:00,TSLA,"{'negative': 0.053753067, 'neutral': 0.9445653, 'positive': 0.001681574}"
1261701,Tesla's Model Y Is Out For Delivery,2020-03-16 15:25:00-04:00,TSLA,"{'negative': 0.0013704854, 'neutral': 0.99573106, 'positive': 0.0028983806}"
1261702,Tesla Starts Delivering Model Y,2020-03-16 14:01:00-04:00,TSLA,"{'negative': 0.001598955, 'neutral': 0.99619734, 'positive': 0.0022037248}"
530979,Kudlow Says Admin. Considering 100% Expensing For Cos. Moving Back From China To US,2020-03-16 12:06:00-04:00,FXI,"{'negative': 0.0058600646, 'neutral': 0.9932527, 'positive': 0.0008872415}"
530980,"Chinese Diplomat Yang Jiechi Spoke With US Secretary Of State Pompeo, Discussed US Comments On China's Virus Control Efforts, Said Actions That Harm Chin'as Interests Will Be Retaliated Against",2020-03-16 10:28:00-04:00,FXI,"{'negative': 0.38644043, 'neutral': 0.611754, 'positive': 0.0018055683}"
530981,China Urges US To Immediately Lift Sanction On Iran Amid Coronavirus,2020-03-16 09:44:00-04:00,FXI,"{'negative': 0.5821952, 'neutral': 0.41544282, 'positive': 0.002361963}"
1261704,"'Tesla is still not cheap after 40% plunge, Bernstein says' -CNBC Pro Tweet",2020-03-16 08:52:00-04:00,TSLA,"{'negative': 0.27313235, 'neutral': 0.7245408, 'positive': 0.0023267826}"
1261705,Tesla shares are trading lower after RBC analyst cut its price target on the stock from $530 to $380 per share.,2020-03-16 08:39:00-04:00,TSLA,"{'negative': 0.56957823, 'neutral': 0.42860392, 'positive': 0.0018178484}"
530982,Ready To Mobilize $1T Loan Capacity To Fight Virus,2020-03-16 08:06:00-04:00,FXI,"{'negative': 0.013819685, 'neutral': 0.98375344, 'positive': 0.0024270131}"
530983,China Says the End of Coronavirus Outbreak is Uncertain Due to Cases From Travelers to the Country,2020-03-16 07:20:00-04:00,FXI,"{'negative': 0.782762, 'neutral': 0.21508302, 'positive': 0.0021549903}"
1261706,Hearing Telsa Shares are Trading Lower Amid a Price Target Cut at RBC,2020-03-16 06:27:00-04:00,TSLA,"{'negative': 0.6959861, 'neutral': 0.30245906, 'positive': 0.0015549227}"
1261707,"Zhejiang Yinlun Machinery's Units Signs Agreements With Tesla, Tesla Shanghai",2020-03-16 05:26:00-04:00,TSLA,"{'negative': 0.0027352024, 'neutral': 0.99621683, 'positive': 0.001047897}"
530985,Pilot Testing of Potential COVID-19 Vaccine Progresses in China; Clinical Trials Expected to Start Mid-April,2020-03-16 05:24:00-04:00,FXI,"{'negative': 0.0038763015, 'neutral': 0.99432534, 'positive': 0.0017983462}"
530986,New York City Officials Tell UN Diplomats They Should Assume Every New Yorker has been in Contact with COVID 19,2020-03-15 10:31:00-04:00,FXI,"{'negative': 0.08991982, 'neutral': 0.90863174, 'positive': 0.0014484707}"
530987,'China's first confirmed Covid-19 case traced back to November 17 | South China Morning Post' -SCMP,2020-03-13 16:20:00-04:00,FXI,"{'negative': 0.021974877, 'neutral': 0.9773104, 'positive': 0.0007147196}"
530988,"'Jack Ma to donate 500,000 test kits and 1 million masks to US' -SCMP",2020-03-13 14:55:00-04:00,FXI,"{'negative': 0.0028245496, 'neutral': 0.9964072, 'positive': 0.000768217}"
530989,US Dept. Of State Has Summoned Chinese Ambassador Related To Chinese Foreign Ministry Spokesperson Comment US Military May Have Brought Coronavirus To Wuhan,2020-03-13 13:53:00-04:00,FXI,"{'negative': 0.19144495, 'neutral': 0.8072255, 'positive': 0.0013295102}"
1261708,Elon Musk Trial Schedule For Monday Over Tesla-Solarcity Deal Has Been Postponed Due To Coronavirus,2020-03-13 12:28:00-04:00,TSLA,"{'negative': 0.7810401, 'neutral': 0.21728401, 'positive': 0.0016759568}"
1261709,"Tesla shares are trading lower, reversing from earlier strength. Not currently seeing company-specific news.",2020-03-13 11:14:00-04:00,TSLA,"{'negative': 0.57853, 'neutral': 0.41952476, 'positive': 0.0019452436}"
1261710,"Tesla shares are trading higher on a rebound with the overall market following Thursday's crash. UPDATE: Shares have since reversed, now lower.",2020-03-13 09:10:00-04:00,TSLA,"{'negative': 0.025637973, 'neutral': 0.971631, 'positive': 0.002731086}"
530990,China Cuts Reserve Requirement Ratio for Some Banks,2020-03-13 05:39:00-04:00,FXI,"{'negative': 0.19735213, 'neutral': 0.80091655, 'positive': 0.0017312935}"
530991,"UN Cancels All Events Scheduled At Its Headquarters Through The End Of April, Urges Member States To Consider Canceling Side Events And Meetings",2020-03-12 13:33:00-04:00,FXI,"{'negative': 0.6622109, 'neutral': 0.3359857, 'positive': 0.00180344}"
1261712,"UPDATE: Morgan Stanley Maintains Underweight On Tesla, Lowers Target To $480 Notes 'we are marking to market our forecasts for Tesla in the midst of the COVID-19 pandemic, mainly to adjust for lower expectations of growth outside of China'",2020-03-12 13:27:00-04:00,TSLA,"{'negative': 0.23566477, 'neutral': 0.7621777, 'positive': 0.002157487}"
1261711,UPDATE: Morgan Stanley On Tesla Notes 'Cutting Tesla FY20 Deliveries to 452k'; 'Our previous 500k delivery estimate is a bull case while 400k units is a bear case',2020-03-12 13:27:00-04:00,TSLA,"{'negative': 0.21909559, 'neutral': 0.7789444, 'positive': 0.0019600745}"
530992,"'China may cut banks' reserve ratio by 50 basis points in March amid the #COVID19 outbreak, providing $115b to boost its economy...' -China's Global Times",2020-03-12 12:28:00-04:00,FXI,"{'negative': 0.013275504, 'neutral': 0.9848643, 'positive': 0.0018603166}"
1261713,'Tesla withdraws US employees working on Gigafactory Berlin over coronavirus concerns...' -Electrek,2020-03-12 12:14:00-04:00,TSLA,"{'negative': 0.5415201, 'neutral': 0.45653215, 'positive': 0.0019476984}"
530994,"Trump Says Hopefully We Can Reestablish Travel Links With China, Europe Very Quickly",2020-03-12 11:03:00-04:00,FXI,"{'negative': 0.003090806, 'neutral': 0.9631185, 'positive': 0.03379071}"
530995,China President Xi Says China Will Continue Strengthening Containment Measures And Strengthen Work To Push Forward Economic And Social Development,2020-03-12 10:08:00-04:00,FXI,"{'negative': 0.0029753991, 'neutral': 0.9839933, 'positive': 0.013031362}"
530996,"China Is Said To Send Added Kits, Masks, Other Medical Supplies To Iran",2020-03-12 09:47:00-04:00,FXI,"{'negative': 0.0057597705, 'neutral': 0.9935179, 'positive': 0.00072233507}"
1261715,"Tesla shares are trading lower on continued weakness amid global coronavirus outbreak, which has caused global economic disruption. Morgan Stanley has also maintained an underweight rating on the co.'s and lowered its price target from $500 to $480.",2020-03-12 07:21:00-04:00,TSLA,"{'negative': 0.92830235, 'neutral': 0.0700053, 'positive': 0.001692399}"
530998,"Renowned Chinese Respiratory Specialist Zhong Nanshan Said Thursday That If Most Countries Act Like China, Attaching National-level Importance To Response Efforts, The Global #COVID19 Pandemic Could Be Brought Under Control ""By June.""",2020-03-12 07:21:00-04:00,FXI,"{'negative': 0.010346351, 'neutral': 0.98489916, 'positive': 0.00475449}"
1261716,"Morgan Stanley Maintains Underweight on Tesla, Lowers Price Target to $480",2020-03-12 06:12:00-04:00,TSLA,"{'negative': 0.15474547, 'neutral': 0.8434486, 'positive': 0.0018059504}"
531000,"WHO's Tedros Says That Countries Should Put In Place Both Containment And Mitigation Measures, But Containment Should Be The Major Pillar",2020-03-11 12:59:00-04:00,FXI,"{'negative': 0.010739531, 'neutral': 0.9877796, 'positive': 0.001480811}"
531001,Tedros Says Coronavirus Can Be Characterised As Pandemic,2020-03-11 12:28:00-04:00,FXI,"{'negative': 0.29864645, 'neutral': 0.6992113, 'positive': 0.0021422827}"
531002,"Mnuchin Says US Will Never Use IMF, World Bank Money To Pay Back China For Belt And Road Loans",2020-03-11 11:04:00-04:00,FXI,"{'negative': 0.10211185, 'neutral': 0.8962872, 'positive': 0.0016010152}"
531003,"China To Auction 20,000 Tonnes Of Frozen Pork From State Reserves On March 13",2020-03-11 09:44:00-04:00,FXI,"{'negative': 0.0048134904, 'neutral': 0.9944601, 'positive': 0.00072652416}"
531004,China's Cabinet Says Will Encourage Financial Institutions To Boost Credit For Foreign Trade Sector,2020-03-11 07:48:00-04:00,FXI,"{'negative': 0.0019645535, 'neutral': 0.99239326, 'positive': 0.00564215}"
531005,China's Cabinet Says Will Increase International Cargo Flights To Help Stabilise Global Supply Chain,2020-03-11 07:43:00-04:00,FXI,"{'negative': 0.0028325978, 'neutral': 0.98790205, 'positive': 0.009265332}"
1261720,"Tesla shares are trading lower. Weakness potentially related to global coronavirus outbreak, which has caused global economic disruption and could negatively impact the company's China operations.",2020-03-11 07:22:00-04:00,TSLA,"{'negative': 0.95270205, 'neutral': 0.045664344, 'positive': 0.0016335992}"
1261722,Tesla Searches For New Gigafactory Sites In US,2020-03-10 21:51:00-04:00,TSLA,"{'negative': 0.0024525293, 'neutral': 0.9962837, 'positive': 0.0012638079}"
531006,Coachella __onfirms Rescheduling of Coachella and Stagecoach Due to Coronavirus Concerns,2020-03-10 19:12:00-04:00,FXI,"{'negative': 0.6627592, 'neutral': 0.3348982, 'positive': 0.0023425266}"
531007,US Commerce Dept. Notice Shows Extension Of Huawei Temporary General License Through May 15,2020-03-10 16:50:00-04:00,FXI,"{'negative': 0.0036452094, 'neutral': 0.99518245, 'positive': 0.0011724073}"
1261723,"'Tesla gets banned from KC Auto Show, owners volunteer to take over' -Electrek",2020-03-10 14:07:00-04:00,TSLA,"{'negative': 0.4275897, 'neutral': 0.57072914, 'positive': 0.0016811991}"
1261724,"No Starlink Spin-Off In The Works, Says Elon Musk",2020-03-10 13:13:00-04:00,TSLA,"{'negative': 0.020952916, 'neutral': 0.9778136, 'positive': 0.0012334838}"
531009,"'All 16 temperory makeshift hospitals, specialized for [coronavirus] patients with mild symptoms in #Wuhan have been closed on Tuesday' -Tweet From China's Global Times",2020-03-10 11:21:00-04:00,FXI,"{'negative': 0.43237042, 'neutral': 0.56573236, 'positive': 0.0018972089}"
1261727,One-Year Anniversary Of Whitney Tilson's $100 Tesla Call,2020-03-10 11:01:00-04:00,TSLA,"{'negative': 0.0017639811, 'neutral': 0.9964479, 'positive': 0.0017880532}"
1261730,"'Tesla to add production capacity for 250,000 cars at Gigafactory Shanghai' -Electrek",2020-03-10 09:05:00-04:00,TSLA,"{'negative': 0.0017476897, 'neutral': 0.9959409, 'positive': 0.002311451}"
531011,"Benzinga Pro's Top 5 Stocks To Watch For Tues., Mar. 10, 2020: FXI, TSLA, OXY, CORV, CLDR",2020-03-10 08:22:00-04:00,FXI,"{'negative': 0.0019497832, 'neutral': 0.9967997, 'positive': 0.0012505272}"
531012,"China's President Xi Says Coronavirus Outbreak Hits Economy In Hubei In Short-term, But Long-term Improving Momentum Will Not Be Affected - Xinhua",2020-03-10 06:48:00-04:00,FXI,"{'negative': 0.08627108, 'neutral': 0.9109249, 'positive': 0.00280398}"
531013,China's Xi in Wuhan Vows Victory Over Coronavirus,2020-03-10 06:34:00-04:00,FXI,"{'negative': 0.012607504, 'neutral': 0.9798772, 'positive': 0.0075153355}"
1261734,"Tesla shares are trading higher following reports suggesting the company plans to increase production capacity for certain parts at its Shanghai factory. Movement may also be market related, as equities rebound from Monday's selloff.",2020-03-10 06:32:00-04:00,TSLA,"{'negative': 0.0020748447, 'neutral': 0.9829596, 'positive': 0.014965448}"
531014,China's Industry Ministry Urges Tesla to Keep Products Consistent as Buyers Complain About Computers Containing Less Advanced Chips,2020-03-10 06:30:00-04:00,FXI,"{'negative': 0.018760106, 'neutral': 0.97944266, 'positive': 0.0017972706}"
531015,Global Times Reports Last Patient Discharged from the Wuchang Makeshift Hospital in Wuhan on Tuesday,2020-03-10 06:18:00-04:00,FXI,"{'negative': 0.041852053, 'neutral': 0.9572989, 'positive': 0.0008490718}"
1261736,"Elon Musk Says Market Was Too High, Due For A Correction",2020-03-09 17:32:00-04:00,TSLA,"{'negative': 0.284481, 'neutral': 0.7135007, 'positive': 0.0020184119}"
1261738,"'Market was bit high anyway, so due for a correction' -Tweet From Elon Musk",2020-03-09 16:32:00-04:00,TSLA,"{'negative': 0.077909105, 'neutral': 0.92057943, 'positive': 0.0015114961}"
531017,"Honda's Resumption Rate At Factory In Guangdong Province Is At 50%, See Full Resumption By Mar. 17; Honda Sales Volume In Mar. Could Be Down Up To 50% Amid Coronavirus",2020-03-09 15:32:00-04:00,FXI,"{'negative': 0.18845646, 'neutral': 0.80938476, 'positive': 0.0021588027}"
531019,Fitch Says Dual Impact Of COVID-19 And Significant Oil Price Shock Will Put Pressure On Some Sovereign Credit Fundamentals And Potentially Ratings,2020-03-09 09:48:00-04:00,FXI,"{'negative': 0.86882675, 'neutral': 0.1294387, 'positive': 0.0017345041}"
1261742,Tesla Now China's Largest EV Manufacturer By Output: Report,2020-03-09 09:36:00-04:00,TSLA,"{'negative': 0.0018915529, 'neutral': 0.987255, 'positive': 0.010853536}"
1261745,Tesla shares are trading lower in sympathy with the broader market amid a steep decline in the price of oil after OPEC members failed to reach a production agreement and Saudi Arabia pledged to cut its oil prices and increase supply.,2020-03-09 07:29:00-04:00,TSLA,"{'negative': 0.8008042, 'neutral': 0.19707222, 'positive': 0.002123579}"
1261747,'The Black Swan' Author To Elon Musk: 'Saying The Coronavirus Panic Is Dumb Is Dumb',2020-03-09 01:55:00-04:00,TSLA,"{'negative': 0.21205072, 'neutral': 0.78601116, 'positive': 0.0019381056}"
531020,"Senator Ted Cruz Says he Will Remain Home in Texas This Week, Until a Full 14 Days Have Passed Since CPAC Interaction",2020-03-08 19:29:00-04:00,FXI,"{'negative': 0.003162953, 'neutral': 0.9959449, 'positive': 0.0008920689}"
1261748,Top Tesla Investor Says C is Better Run After Leadership Tumult,2020-03-08 15:17:00-04:00,TSLA,"{'negative': 0.0036211049, 'neutral': 0.99109954, 'positive': 0.0052792816}"
531021,"U.S. Public Health Official Fauci Says if Coronavirus Continues Spread, Americans Should Reconsider Attendance at Large Gatherings, Particularly if Vulnerable; Says Scope of Coronavirus Outbreak in U.S. is Not Encouraging' Because of Spread Within Communities",2020-03-08 09:24:00-04:00,FXI,"{'negative': 0.7910933, 'neutral': 0.20689584, 'positive': 0.0020107878}"
531022,"China's Global Times Reports 11 of 14 Makeshift Hospitals Erected in Wuhan City, Hubei Province, have been Closed by Sunday; 100 Coronavirus Patients Remain in 3 Hospitals",2020-03-08 08:30:00-04:00,FXI,"{'negative': 0.6816649, 'neutral': 0.31648552, 'positive': 0.0018496105}"
531023,"NY Governor Cuomo Tweets: There are 13 additional cases of Coronavirus in NYS since earlier today, bringing total to 89.",2020-03-07 18:25:00-05:00,FXI,"{'negative': 0.090913095, 'neutral': 0.9075492, 'positive': 0.0015376827}"
531024,CPAC Attendee Tests Positive for Coronavirus; CPAC Says Coronavirus Patient had Not Interacted with President Trump or VP Pence,2020-03-07 18:22:00-05:00,FXI,"{'negative': 0.20165065, 'neutral': 0.7966545, 'positive': 0.0016947978}"
531025,NY Governor Andrew Cuomo _ Declares State of Emergency for New York Due to Coronavirus Outbreak,2020-03-07 13:57:00-05:00,FXI,"{'negative': 0.33881903, 'neutral': 0.65880626, 'positive': 0.0023747059}"
